Serial Number,Title,Page Link,PDF Link,Download Status
159,HannibalThe Number of the Beast Is 666,https://www.scriptslug.com/script/hannibal-312-the-number-of-the-beast-is-666-2015,https://assets.scriptslug.com/live/pdf/scripts/hannibal-312-the-number-of-the-beast-is-666-2015.pdf?v=1729114921,True
160,Tango & Cash,https://www.scriptslug.com/script/tango-cash-1989,https://assets.scriptslug.com/live/pdf/scripts/tango-and-cash-1989.pdf?v=1729115003,True
161,Joe vs. CaroleUnwanted Animals,https://www.scriptslug.com/script/joe-vs-carole-101-unwanted-animals-2022,https://assets.scriptslug.com/live/pdf/scripts/joe-exotic-101-unwanted-animals-2022.pdf?v=1729114934,True
162,Cowboy BebopSad Clown A-Go-Go,https://www.scriptslug.com/script/cowboy-bebop-108-sad-clown-a-go-go-2021,https://assets.scriptslug.com/live/pdf/scripts/cowboy-bebop-108-sad-clown-a-go-go-2021.pdf?v=1729114891,True
163,Saint Frances,https://www.scriptslug.com/script/saint-frances-2019,https://assets.scriptslug.com/live/pdf/scripts/saint-frances-2019.pdf?v=1729114983,True
164,Beau is Afraid,https://www.scriptslug.com/script/beau-is-afraid-2023,https://assets.scriptslug.com/live/pdf/scripts/beau-is-afraid-2023.pdf?v=1729114869,True
165,Selena,https://www.scriptslug.com/script/selena-1997,https://assets.scriptslug.com/live/pdf/scripts/selena-1997.pdf?v=1729114986,True
166,Film Stars Don't Die in Liverpool,https://www.scriptslug.com/script/film-stars-dont-die-in-liverpool-2017,https://assets.scriptslug.com/live/pdf/scripts/film-stars-dont-die-in-liverpool-2017.pdf?v=1729114908,True
167,A League of Their Own,https://www.scriptslug.com/script/a-league-of-their-own-1992,https://assets.scriptslug.com/live/pdf/scripts/a-league-of-their-own-1992.pdf?v=1729114852,True
168,Mr. Mom,https://www.scriptslug.com/script/mr-mom-1983,https://assets.scriptslug.com/live/pdf/scripts/mr-mom-1983.pdf?v=1729114957,True
169,Emma,https://www.scriptslug.com/script/emma-2020,https://assets.scriptslug.com/live/pdf/scripts/emma-2020.pdf?v=1729114902,True
170,Sanford and SonMy Fair Esther,https://www.scriptslug.com/script/sanford-and-son-509-my-fair-esther-1975,https://assets.scriptslug.com/live/pdf/scripts/sanford-and-son-509-my-fair-esther-1975.pdf?v=1729114984,True
171,The X-FilesThe Unnatural,https://www.scriptslug.com/script/the-x-files-619-the-unnatural-1998,https://assets.scriptslug.com/live/pdf/scripts/the-x-files-619-the-unnatural-1998.pdf?v=1729115047,True
172,Stargate SG-1Children of the Gods,https://www.scriptslug.com/script/stargate-sg-1-101-children-of-the-gods-1997,https://assets.scriptslug.com/live/pdf/scripts/stargate-sg-1-101-children-of-the-gods-1997.pdf?v=1729114998,True
173,SuccessionConnor's Wedding,https://www.scriptslug.com/script/succession-403-connors-wedding-2023,https://assets.scriptslug.com/live/pdf/scripts/succession-403-connors-wedding-2023.pdf?v=1729115001,True
174,WeirdThe Al Yankovic Story,https://www.scriptslug.com/script/weird-the-al-yankovic-story-2022,https://assets.scriptslug.com/live/pdf/scripts/weird-the-al-yankovic-story-2022.pdf?v=1729115060,True
175,Queen CharlotteA Bridgerton StoryCrown Jewels,https://www.scriptslug.com/script/queen-charlotte-a-bridgerton-story-106-crown-jewels-2023,https://assets.scriptslug.com/live/pdf/scripts/queen-charlotte-a-bridgerton-story-106-crown-jewels-2023.pdf?v=1729114975,True
176,The White LotusThat's Amore,https://www.scriptslug.com/script/the-white-lotus-205-thats-amore-2022,https://assets.scriptslug.com/live/pdf/scripts/the-white-lotus-205-thats-amore-2022.pdf?v=1729115044,True
177,The Good FightThe End of Everything,https://www.scriptslug.com/script/the-good-fight-610-the-end-of-everything-2022,https://assets.scriptslug.com/live/pdf/scripts/the-good-fight-610-the-end-of-everything-2022.pdf?v=1729115018,True
178,Stranger ThingsChapter Seven The Massacre at Hawkins Lab,https://www.scriptslug.com/script/stranger-things-407-chapter-seven-the-massacre-at-hawkins-lab-2022,https://assets.scriptslug.com/live/pdf/scripts/stranger-things-407-chapter-seven-the-massacre-at-hawkins-lab-2022_2023-07-15-162629_gpnr.pdf?v=1729115070,True
179,House of the DragonThe Heirs of the Dragon,https://www.scriptslug.com/script/house-of-the-dragon-101-the-heirs-of-the-dragon-2022,https://assets.scriptslug.com/live/pdf/scripts/house-of-the-dragons-101-the-heirs-of-the-dragon-2022.pdf?v=1729114926,True
180,Bad SistersThe Prick,https://www.scriptslug.com/script/bad-sisters-101-the-prick-2022,https://assets.scriptslug.com/live/pdf/scripts/bad-sisters-101-the-prick-2022.pdf?v=1729114866,True
181,Chef,https://www.scriptslug.com/script/chef-2015,https://assets.scriptslug.com/live/pdf/scripts/chef-2015.pdf?v=1729114885,True
182,Burnt,https://www.scriptslug.com/script/burnt-2015,https://assets.scriptslug.com/live/pdf/scripts/burnt-2015.pdf?v=1729114880,True
183,Fanboys,https://www.scriptslug.com/script/fanboys-2009,https://assets.scriptslug.com/live/pdf/scripts/fanboys-2009.pdf?v=1729114906,True
184,Stargate,https://www.scriptslug.com/script/stargate-1994,https://assets.scriptslug.com/live/pdf/scripts/stargate-1994.pdf?v=1729114998,True
185,Independence Day,https://www.scriptslug.com/script/independence-day-1996,https://assets.scriptslug.com/live/pdf/scripts/independence-day-1996.pdf?v=1729114929,True
186,Russian DollBrain Drain,https://www.scriptslug.com/script/russian-doll-203-brain-drain-2022,https://assets.scriptslug.com/live/pdf/scripts/russian-doll-203-brain-drain-2022.pdf?v=1729114983,True
Serial Number,Title,Page Link,PDF Link,Download Status
187,Russian DollExquisite Corpse,https://www.scriptslug.com/script/russian-doll-205-exquisite-corpse-2022,https://assets.scriptslug.com/live/pdf/scripts/russian-doll-205-exquisite-corpse-2022.pdf?v=1729114983,True
188,Better Call SaulSaul Gone,https://www.scriptslug.com/script/better-call-saul-613-saul-gone-2022,https://assets.scriptslug.com/live/pdf/scripts/better-call-saul-613-saul-gone-2022.pdf?v=1729114870,True
189,My So-Called LifePilot,https://www.scriptslug.com/script/my-so-called-life-101-pilot-1994,https://assets.scriptslug.com/live/pdf/scripts/my-so-called-life-101-pilot-1994.pdf?v=1729114959,True
190,"BeefThe Birds Don't Sing, They Screech in Pain",https://www.scriptslug.com/script/beef-101-the-birds-dont-sing-they-screech-in-pain-2023,https://assets.scriptslug.com/live/pdf/scripts/beef-101-the-birds-dont-sing-they-screech-in-pain-2023.pdf?v=1729114869,True
191,YellowjacketsBurial,https://www.scriptslug.com/script/yellowjackets-207-burial-2023,https://assets.scriptslug.com/live/pdf/scripts/yellowjackets-207-burial-2023.pdf?v=1729115064,True
192,MoHamoodi,https://www.scriptslug.com/script/mo-101-hamoodi-2022,https://assets.scriptslug.com/live/pdf/scripts/mo-101-hamoodi-2022.pdf?v=1729114955,True
193,The BFG,https://www.scriptslug.com/script/the-bfg-2016,https://assets.scriptslug.com/live/pdf/scripts/the-bfg-2016.pdf?v=1729115008,True
194,Ted LassoRainbow,https://www.scriptslug.com/script/ted-lasso-205-rainbow-2021,https://assets.scriptslug.com/live/pdf/scripts/ted-lasso-205-rainbow-2021.pdf?v=1729115004,True
195,Russian DollNowhen,https://www.scriptslug.com/script/russian-doll-201-nowhen-2022,https://assets.scriptslug.com/live/pdf/scripts/russian-doll-201-nowhen-2022.pdf?v=1729114983,True
196,Ted LassoMake Rebecca Great Again,https://www.scriptslug.com/script/ted-lasso-107-make-rebecca-great-again-2020,https://assets.scriptslug.com/live/pdf/scripts/ted-lasso-107-make-rebecca-great-again-2020.pdf?v=1729115004,True
197,Copycat,https://www.scriptslug.com/script/copycat-1995,https://assets.scriptslug.com/live/pdf/scripts/copycat-1995.pdf?v=1729114890,True
198,"The Last of UsLong, Long Time",https://www.scriptslug.com/script/the-last-of-us-103-long-long-time-2023,https://assets.scriptslug.com/live/pdf/scripts/the-last-of-us-103-long-long-time-2023.pdf?v=1729115025,True
199,Bride of Chucky,https://www.scriptslug.com/script/bride-of-chucky-1998,https://assets.scriptslug.com/live/pdf/scripts/bride-of-chucky-1998.pdf?v=1729114879,True
200,Run,https://www.scriptslug.com/script/run-2020,https://assets.scriptslug.com/live/pdf/scripts/run-2020.pdf?v=1729114982,True
201,Suicide Squad,https://www.scriptslug.com/script/suicide-squad-2016,https://assets.scriptslug.com/live/pdf/scripts/suicide-squad-2016.pdf?v=1729115001,True
202,Speed Racer,https://www.scriptslug.com/script/speed-racer-2008,https://assets.scriptslug.com/live/pdf/scripts/speed-racer-2008.pdf?v=1729114995,True
203,Bowfinger,https://www.scriptslug.com/script/bowfinger-1999,https://assets.scriptslug.com/live/pdf/scripts/bowfinger-1999.pdf?v=1729114876,True
204,SpartacusMark of the Brotherhood,https://www.scriptslug.com/script/spartacus-108-mark-of-the-brotherhood-2010,https://assets.scriptslug.com/live/pdf/scripts/spartacus-108-mark-of-the-brotherhood-2010.pdf?v=1729114994,True
205,Abraham LincolnVampire Hunter,https://www.scriptslug.com/script/abraham-lincoln-vampire-hunter-2012,https://assets.scriptslug.com/live/pdf/scripts/abraham-lincoln-vampire-hunter-2012.pdf?v=1729114854,True
206,Deep Star Six,https://www.scriptslug.com/script/deep-star-six-1989,https://assets.scriptslug.com/live/pdf/scripts/deep-star-six-1989.pdf?v=1729114895,True
207,The A-Team,https://www.scriptslug.com/script/the-a-team-2010,https://assets.scriptslug.com/live/pdf/scripts/the-a-team-2010.pdf?v=1729115005,True
208,Peggy Sue Got Married,https://www.scriptslug.com/script/peggy-sue-got-married-1986,https://assets.scriptslug.com/live/pdf/scripts/peggy-sue-got-married-1986.pdf?v=1729114970,True
209,Casino,https://www.scriptslug.com/script/casino-1995,https://assets.scriptslug.com/live/pdf/scripts/casino-1995.pdf?v=1729114883,True
210,ConstantineThe Darkness Beneath,https://www.scriptslug.com/script/constantine-102-the-darkness-beneath-2014,https://assets.scriptslug.com/live/pdf/scripts/constantine-102-the-darkness-beneath-2014.pdf?v=1729114890,True
211,The Conversation,https://www.scriptslug.com/script/the-conversation-1974,https://assets.scriptslug.com/live/pdf/scripts/the-conversation-1974.pdf?v=1729115012,True
212,Malibu's Most Wanted,https://www.scriptslug.com/script/malibus-most-wanted-2003,https://assets.scriptslug.com/live/pdf/scripts/malibus-most-wanted-2003.pdf?v=1729114947,True
213,DeadwoodDeep Water,https://www.scriptslug.com/script/deadwood-102-deep-water-2004,https://assets.scriptslug.com/live/pdf/scripts/deadwood-102-deep-water-2004.pdf?v=1729114894,True
214,The Wolverine,https://www.scriptslug.com/script/the-wolverine-2013,https://assets.scriptslug.com/live/pdf/scripts/the-wolverine-2013.pdf?v=1729115045,True
215,ElementaryPilot,https://www.scriptslug.com/script/elementary-101-pilot-2012,https://assets.scriptslug.com/live/pdf/scripts/elementary-101-pilot-2012.pdf?v=1729114901,True
216,X2X-Men United,https://www.scriptslug.com/script/x2-x-men-united-2003,https://assets.scriptslug.com/live/pdf/scripts/x2-x-men-united-2003.pdf?v=1729115064,True
217,EuphoriaFuck Anyone Who's Not a Sea Blob,https://www.scriptslug.com/script/euphoria-002-fuck-anyone-whos-not-a-sea-blob-2021,https://assets.scriptslug.com/live/pdf/scripts/euphoria-fuck-anyone-whos-not-a-sea-blob-2021.pdf?v=1729114904,True
218,ConstantineNon Est Asylum,https://www.scriptslug.com/script/constantine-101-non-est-asylum-2014,https://assets.scriptslug.com/live/pdf/scripts/constantine-101-non-est-asylum-2014.pdf?v=1729114890,True
219,The Incredible Hulk,https://www.scriptslug.com/script/the-incredible-hulk-2008,https://assets.scriptslug.com/live/pdf/scripts/the-incredible-hulk-2008.pdf?v=1729115023,True
220,EuphoriaAnd Salt the Earth Behind You,https://www.scriptslug.com/script/euphoria-108-and-salt-the-earth-behind-you-2019,https://assets.scriptslug.com/live/pdf/scripts/euphoria-108-and-salt-the-earth-behind-you-2019.pdf?v=1729114904,True
221,The Virgin Suicides,https://www.scriptslug.com/script/virgin-suicides-1999,https://assets.scriptslug.com/live/pdf/scripts/the-virgin-suicides-1999.pdf?v=1729115043,True
222,EuphoriaThe Trials and Tribulations of Trying to Pee While Depressed,https://www.scriptslug.com/script/euphoria-107-the-trials-and-tribulations-of-trying-to-pee-while-depressed-2019,https://assets.scriptslug.com/live/pdf/scripts/euphoria-107-the-trials-and-tribulations-of-trying-to-pee-while-depressed-2019.pdf?v=1729114904,True
223,X-Men,https://www.scriptslug.com/script/x-men-2000,https://assets.scriptslug.com/live/pdf/scripts/x-men-2000.pdf?v=1729115064,True
224,DeadwoodDeadwood,https://www.scriptslug.com/script/deadwood-101-deadwood-2004,https://assets.scriptslug.com/live/pdf/scripts/deadwood-101-deadwood-2004.pdf?v=1729114894,True
225,FuturamaSpace Pilot 3000,https://www.scriptslug.com/script/futurama-101-space-pilot-3000-1999,https://assets.scriptslug.com/live/pdf/scripts/futurama-101-space-pilot-3000-1999.pdf?v=1729114913,True
226,Looney TunesBack in Action,https://www.scriptslug.com/script/looney-tunes-back-in-action-2003,https://assets.scriptslug.com/live/pdf/scripts/looney-tunes-back-in-action-2003.pdf?v=1729114943,True
227,The Queen's GambitOpenings,https://www.scriptslug.com/script/the-queens-gambit-101-openings-2020,https://assets.scriptslug.com/live/pdf/scripts/the-queens-gambit-101-openings-2020.pdf?v=1729115036,True
228,How to Train Your DragonThe Hidden World,https://www.scriptslug.com/script/how-to-train-your-dragon-the-hidden-world-2019,https://assets.scriptslug.com/live/pdf/scripts/how-to-train-your-dragon-the-hidden-world-2019.pdf?v=1729114927,True
229,EuphoriaThe Next Episode,https://www.scriptslug.com/script/euphoria-106-the-next-episode-2019,https://assets.scriptslug.com/live/pdf/scripts/euphoria-106-the-next-episode-2019.pdf?v=1729114904,True
230,The Internship,https://www.scriptslug.com/script/the-internship-2013,https://assets.scriptslug.com/live/pdf/scripts/the-internship-2013.pdf?v=1729115023,True
231,Black MirrorThe Entire History of You,https://www.scriptslug.com/script/black-mirror-103-the-entire-history-of-you-2011,https://assets.scriptslug.com/live/pdf/scripts/black-mirror-103-the-entire-history-of-you-2011.pdf?v=1729114872,True
232,Super Mario Bros.,https://www.scriptslug.com/script/super-mario-bros-1993,https://assets.scriptslug.com/live/pdf/scripts/super-mario-bros-1993.pdf?v=1729115002,True
233,MacGruber,https://www.scriptslug.com/script/macgruber-2010,https://assets.scriptslug.com/live/pdf/scripts/macgruber-2010.pdf?v=1729114946,True
234,Eraser,https://www.scriptslug.com/script/eraser-1996,https://assets.scriptslug.com/live/pdf/scripts/eraser-1996.pdf?v=1729114903,True
235,The Interview,https://www.scriptslug.com/script/the-interview-2014,https://assets.scriptslug.com/live/pdf/scripts/the-interview-2014.pdf?v=1729115024,True
236,Euphoria'03 Bonnie and Clyde,https://www.scriptslug.com/script/euphoria-105-03-bonnie-and-clyde-2019,https://assets.scriptslug.com/live/pdf/scripts/euphoria-105-03-bonnie-and-clyde-2019.pdf?v=1729114903,True
237,Lake Placid,https://www.scriptslug.com/script/lake-placid-1999,https://assets.scriptslug.com/live/pdf/scripts/lake-placid-1999.pdf?v=1729114939,True
238,Lovecraft CountryFull Circle,https://www.scriptslug.com/script/lovecraft-country-110-full-circle-2020,https://assets.scriptslug.com/live/pdf/scripts/lovecraft-country-110-full-circle-2020.pdf?v=1729114945,True
239,EuphoriaShook Ones Pt II,https://www.scriptslug.com/script/euphoria-104-shook-ones-pt-ii-2019,https://assets.scriptslug.com/live/pdf/scripts/euphoria-104-shook-ones-pt-ii-2019.pdf?v=1729114903,True
240,The Sessions,https://www.scriptslug.com/script/the-sessions-2012,https://assets.scriptslug.com/live/pdf/scripts/the-sessions-2012.pdf?v=1729115038,True
241,Sausage Party,https://www.scriptslug.com/script/sausage-party-2016,https://assets.scriptslug.com/live/pdf/scripts/sausage-party-2016.pdf?v=1729114984,True
242,Lovecraft CountryRewind 1921,https://www.scriptslug.com/script/lovecraft-country-109-rewind-1921-2020,https://assets.scriptslug.com/live/pdf/scripts/lovecraft-country-109-rewind-1921-2020.pdf?v=1729114945,True
243,EuphoriaMade You Look,https://www.scriptslug.com/script/euphoria-103-made-you-look-2019,https://assets.scriptslug.com/live/pdf/scripts/euphoria-103-made-you-look-2019.pdf?v=1729114903,True
244,Wonder Boys,https://www.scriptslug.com/script/wonder-boys-2000,https://assets.scriptslug.com/live/pdf/scripts/wonder-boys-2000.pdf?v=1729115063,True
245,A Hidden Life,https://www.scriptslug.com/script/a-hidden-life-2019,https://assets.scriptslug.com/live/pdf/scripts/a-hidden-life-2019.pdf?v=1729114851,True
246,Lovecraft CountryJig-a-Bobo,https://www.scriptslug.com/script/lovecraft-country-108-jig-a-bobo-2020,https://assets.scriptslug.com/live/pdf/scripts/lovecraft-country-108-jig-a-boo-2020.pdf?v=1729114945,True
247,EuphoriaStuntin' Like My Daddy,https://www.scriptslug.com/script/euphoria-102-stuntin-like-my-daddy-2019,https://assets.scriptslug.com/live/pdf/scripts/euphoria-102-stuntin-like-my-daddy-2019.pdf?v=1729114903,True
248,SuccessionAll the Bells Say,https://www.scriptslug.com/script/succession-309-all-the-bells-say-2021,https://assets.scriptslug.com/live/pdf/scripts/succession-309-all-the-bells-say-2022.pdf?v=1729115001,True
249,The Rum Diary,https://www.scriptslug.com/script/the-rum-diary-2011,https://assets.scriptslug.com/live/pdf/scripts/the-rum-diary-2011.pdf?v=1729115037,True
250,AwkwardPilot,https://www.scriptslug.com/script/awkward-101-pilot-2011,https://assets.scriptslug.com/live/pdf/scripts/awkward-101-pilot-2011.pdf?v=1729114864,True
251,Lovecraft CountryI Am,https://www.scriptslug.com/script/lovecraft-country-107-i-am-2020,https://assets.scriptslug.com/live/pdf/scripts/lovecraft-country-107-i-am-2020.pdf?v=1729114945,True
252,Babylon,https://www.scriptslug.com/script/babylon-2022,https://assets.scriptslug.com/live/pdf/scripts/babylon-2022_2023-03-24-175719_unck.pdf?v=1729114865,True
253,Tough Guys,https://www.scriptslug.com/script/tough-guys-1985,https://assets.scriptslug.com/live/pdf/scripts/tough-guys-1985.pdf?v=1729115051,True
254,The Lunchbox,https://www.scriptslug.com/script/the-lunchbox-2013,https://assets.scriptslug.com/live/pdf/scripts/the-lunchbox-2013.pdf?v=1729115028,True
255,Fresh,https://www.scriptslug.com/script/fresh-2022,https://assets.scriptslug.com/live/pdf/scripts/fresh-2022.pdf?v=1729114911,True
256,Night CourtPilot,https://www.scriptslug.com/script/night-court-101-pilot-2023,https://assets.scriptslug.com/live/pdf/scripts/night-court-101-pilot-2023.pdf?v=1729114961,True
257,Tower Block,https://www.scriptslug.com/script/tower-block-2012,https://assets.scriptslug.com/live/pdf/scripts/tower-block-2012.pdf?v=1729115051,True
258,Your HonorPart One,https://www.scriptslug.com/script/your-honor-101-part-one-2020,https://assets.scriptslug.com/live/pdf/scripts/your-honor-101-part-one-2020.pdf?v=1729115065,True
259,Boogie Nights,https://www.scriptslug.com/script/boogie-nights-1997,https://assets.scriptslug.com/live/pdf/scripts/boogie-nights-1997.pdf?v=1729114875,True
260,Aligarh,https://www.scriptslug.com/script/aligarh-2015,https://assets.scriptslug.com/live/pdf/scripts/aligarh-2015.pdf?v=1729114856,True
261,Night SkyTo the Stars,https://www.scriptslug.com/script/night-sky-101-to-the-stars-2022,https://assets.scriptslug.com/live/pdf/scripts/night-sky-101-to-the-stars-2022.pdf?v=1729114962,True
262,Blades of Glory,https://www.scriptslug.com/script/blades-of-glory-2007,https://assets.scriptslug.com/live/pdf/scripts/blades-of-glory-2007.pdf?v=1729114874,True
263,The Perfect Storm,https://www.scriptslug.com/script/the-perfect-storm-2000,https://assets.scriptslug.com/live/pdf/scripts/the-perfect-storm-2000.pdf?v=1729115034,True
264,Rango,https://www.scriptslug.com/script/rango-2011,https://assets.scriptslug.com/live/pdf/scripts/rango-2011.pdf?v=1729114977,True
265,Will TrentPilot,https://www.scriptslug.com/script/will-trent-101-pilot-2023,https://assets.scriptslug.com/live/pdf/scripts/will-trent-101-pilot-2023.pdf?v=1729115062,True
266,The Event,https://www.scriptslug.com/script/the-event-2022,https://assets.scriptslug.com/live/pdf/scripts/the-event-2022.pdf?v=1729115014,True
267,Top GunMaverick,https://www.scriptslug.com/script/top-gun-maverick-2022,https://assets.scriptslug.com/live/pdf/scripts/top-gun-maverick-2022.pdf?v=1729115051,True
268,That '90s ShowThat '90s Pilot,https://www.scriptslug.com/script/that-90s-show-101-that-90s-pilot-2023,https://assets.scriptslug.com/live/pdf/scripts/that-90s-show-101-that-90s-pilot-2023.pdf?v=1729115005,True
269,Rounders,https://www.scriptslug.com/script/rounders-1998,https://assets.scriptslug.com/live/pdf/scripts/rounders-1998.pdf?v=1729114982,True
270,Malcolm X,https://www.scriptslug.com/script/malcolm-x-1992,https://assets.scriptslug.com/live/pdf/scripts/malcolm-x-1992.pdf?v=1729114947,True
271,The Mosquito CoastFoxes and Coyotes,https://www.scriptslug.com/script/the-mosquito-coast-2021,https://assets.scriptslug.com/live/pdf/scripts/mosquito-coast-102-foxes-and-coyotes-2021.pdf?v=1729114957,True
272,Philadelphia,https://www.scriptslug.com/script/philadelphia-1993,https://assets.scriptslug.com/live/pdf/scripts/philadelphia-1993.pdf?v=1729114970,True
273,Westworld,https://www.scriptslug.com/script/westworld-1973,https://assets.scriptslug.com/live/pdf/scripts/westworld-1973.pdf?v=1729115060,True
274,How to Train Your Dragon 2,https://www.scriptslug.com/script/how-to-train-your-dragon-2-2014,https://assets.scriptslug.com/live/pdf/scripts/how-to-train-your-dragon-2-2014.pdf?v=1729114927,True
275,Batman & Robin,https://www.scriptslug.com/script/batman-robin-1997,https://assets.scriptslug.com/live/pdf/scripts/batman-and-robin-1997.pdf?v=1729114868,True
276,The Civil Dead,https://www.scriptslug.com/script/the-civil-dead-2022,https://assets.scriptslug.com/live/pdf/scripts/the-civil-dead-2022.pdf?v=1729115011,True
277,KindredDana,https://www.scriptslug.com/script/kindred-101-dana-2022,https://assets.scriptslug.com/live/pdf/scripts/kindred-101-dana-2022.pdf?v=1729114937,True
278,Christine,https://www.scriptslug.com/script/christine-1983,https://assets.scriptslug.com/live/pdf/scripts/christine-1983.pdf?v=1729114886,True
279,Emancipation,https://www.scriptslug.com/script/emancipation-2022,https://assets.scriptslug.com/live/pdf/scripts/emancipation-2023.pdf?v=1729114901,True
280,Ambulance,https://www.scriptslug.com/script/ambulance-2022,https://assets.scriptslug.com/live/pdf/scripts/ambulance-2022.pdf?v=1729114857,True
281,1899The Ship,https://www.scriptslug.com/script/1899-101-the-ship-2022,https://assets.scriptslug.com/live/pdf/scripts/1899-101-the-ship-2022.pdf?v=1729114848,True
282,An Affair to Remember,https://www.scriptslug.com/script/an-affair-to-remember-1957,https://assets.scriptslug.com/live/pdf/scripts/an-affair-to-remember-1957.pdf?v=1729114859,True
283,Invasion of the Body Snatchers,https://www.scriptslug.com/script/invasion-of-the-body-snatchers-1978,https://assets.scriptslug.com/live/pdf/scripts/invasion-of-the-body-snatchers-1978.pdf?v=1729114931,True
284,The Good Nurse,https://www.scriptslug.com/script/the-good-nurse-2022,https://assets.scriptslug.com/live/pdf/scripts/the-good-nurse-2022.pdf?v=1729115018,True
285,Thirteen Lives,https://www.scriptslug.com/script/thirteen-lives-2022,https://assets.scriptslug.com/live/pdf/scripts/thirteen-lives-2022.pdf?v=1729115048,True
286,The Son,https://www.scriptslug.com/script/the-son-2022,https://assets.scriptslug.com/live/pdf/scripts/the-son-2022.pdf?v=1729115039,True
287,The Northman,https://www.scriptslug.com/script/the-northman-2022,https://assets.scriptslug.com/live/pdf/scripts/the-northman-2022.pdf?v=1729115033,True
288,Master,https://www.scriptslug.com/script/master-2022,https://assets.scriptslug.com/live/pdf/scripts/master-2022.pdf?v=1729114950,True
289,Lady Chatterley's Lover,https://www.scriptslug.com/script/lady-chatterleys-lover-2022,https://assets.scriptslug.com/live/pdf/scripts/lady-chatterleys-lover-2022.pdf?v=1729114939,True
290,Empire of Light,https://www.scriptslug.com/script/empire-of-light-2022,https://assets.scriptslug.com/live/pdf/scripts/empire-of-light-2022.pdf?v=1729114902,True
291,Emergency,https://www.scriptslug.com/script/emergency-2022,https://assets.scriptslug.com/live/pdf/scripts/emergency-2022.pdf?v=1729114902,True
292,MonstersSilenced,https://www.scriptslug.com/script/monsters-the-jeffrey-dahmer-story-106-silenced-2022,https://assets.scriptslug.com/live/pdf/scripts/dahmer-monster-the-jeffrey-dahmer-story-106-silenced-2022.pdf?v=1729114892,True
293,My Policeman,https://www.scriptslug.com/script/my-policeman-2022,https://assets.scriptslug.com/live/pdf/scripts/my-policeman-2022.pdf?v=1729114959,True
294,Catherine Called Birdy,https://www.scriptslug.com/script/catherine-called-birdy-2022,https://assets.scriptslug.com/live/pdf/scripts/catherine-called-birdy-2022.pdf?v=1729114884,True
295,Barbarian,https://www.scriptslug.com/script/barbarian-2022,https://assets.scriptslug.com/live/pdf/scripts/barbarian-2022.pdf?v=1729114866,True
296,Heavyweights,https://www.scriptslug.com/script/heavyweights-1995,https://assets.scriptslug.com/live/pdf/scripts/heavyweights-1995.pdf?v=1729114923,True
297,Three Thousand Years of Longing,https://www.scriptslug.com/script/three-thousand-years-of-longing-2022,https://assets.scriptslug.com/live/pdf/scripts/three-thousand-years-of-longing-2022.pdf?v=1729115049,True
298,"Argentina, 1985",https://www.scriptslug.com/script/argentina-1985-2022,https://assets.scriptslug.com/live/pdf/scripts/argentina-1985-2022.pdf?v=1729114862,True
299,Bones and All,https://www.scriptslug.com/script/bones-and-all-2022,https://assets.scriptslug.com/live/pdf/scripts/bones-and-all-2022.pdf?v=1729114875,True
300,The Menu,https://www.scriptslug.com/script/the-menu-2022,https://assets.scriptslug.com/live/pdf/scripts/the-menu-2022.pdf?v=1729115030,True
301,Star TrekThe Next GenerationRascals,https://www.scriptslug.com/script/star-trek-the-next-generation-607-rascals-1992,https://assets.scriptslug.com/live/pdf/scripts/star-trek-the-next-generation-607-rascals-1992.pdf?v=1729114997,True
302,A Man Called Otto,https://www.scriptslug.com/script/a-man-called-otto-2022,https://assets.scriptslug.com/live/pdf/scripts/a-man-called-otto-2022.pdf?v=1729114852,True
303,Aftersun,https://www.scriptslug.com/script/aftersun-2022,https://assets.scriptslug.com/live/pdf/scripts/aftersun-2022.pdf?v=1729114855,True
304,All Quiet on the Western Front,https://www.scriptslug.com/script/all-quiet-on-the-western-front-2022,https://assets.scriptslug.com/live/pdf/scripts/all-quiet-on-the-western-front-2022.pdf?v=1729114857,True
305,Nope,https://www.scriptslug.com/script/nope-2022,https://assets.scriptslug.com/live/pdf/scripts/nope-2022.pdf?v=1729114963,True
306,The Batman,https://www.scriptslug.com/script/the-batman-2022,https://assets.scriptslug.com/live/pdf/scripts/the-batman-2022.pdf?v=1729115008,True
307,Everything Everywhere All at Once,https://www.scriptslug.com/script/everything-everywhere-all-at-once-2022,https://assets.scriptslug.com/live/pdf/scripts/everything-everywhere-all-at-once-2022.pdf?v=1729114904,True
308,Triangle of Sadness,https://www.scriptslug.com/script/triangle-of-sadness-2022,https://assets.scriptslug.com/live/pdf/scripts/triangle-of-sadness-2022.pdf?v=1729115052,True
309,Silverado,https://www.scriptslug.com/script/silverado-1985,https://assets.scriptslug.com/live/pdf/scripts/silverado-1985.pdf?v=1729114990,True
310,Indiana Jones and the Kingdom of the Crystal Skull,https://www.scriptslug.com/script/indiana-jones-and-the-kingdom-of-the-crystal-skull-2008,https://assets.scriptslug.com/live/pdf/scripts/indiana-jones-and-the-kingdom-of-the-crystal-skull-2008.pdf?v=1729114929,True
311,Living,https://www.scriptslug.com/script/living-2022,https://assets.scriptslug.com/live/pdf/scripts/living-2022.pdf?v=1729114943,True
312,The Woman King,https://www.scriptslug.com/script/the-woman-king-2022,https://assets.scriptslug.com/live/pdf/scripts/the-woman-king-2022.pdf?v=1729115045,True
